Samples,Byte/thd,ChaseThds,ChaseNS,ChaseMibs,ChDeviate,LoadThds,LdMaxMibs,LdAvgMibs,LdDeviate,ChaseArg,MemLdArg
5,524288,0,0.000,0,0.000,28,375863,375795,0.001,--------,stream-sum
5,16777216,0,0.000,0,0.000,28,115149,114561,0.016,--------,stream-sum
5,1073741824,0,0.000,0,0.000,28,108001,107738,0.005,--------,stream-sum
5,32768,0,0.000,0,0.000,32,372415,372376,0.000,--------,stream-sum
5,524288,0,0.000,0,0.000,32,375768,375700,0.001,--------,stream-sum
5,16777216,0,0.000,0,0.000,32,111363,110909,0.009,--------,stream-sum
5,1073741824,0,0.000,0,0.000,32,107297,106713,0.010,--------,stream-sum
5,32768,0,0.000,0,0.000,1,69176,69173,0.000,--------,stream-triad
5,524288,0,0.000,0,0.000,1,60072,60062,0.000,--------,stream-triad
5,16777216,0,0.000,0,0.000,1,23979,23885,0.007,--------,stream-triad
5,1073741824,0,0.000,0,0.000,1,12399,12359,0.010,--------,stream-triad
5,32768,0,0.000,0,0.000,4,274552,274519,0.000,--------,stream-triad
5,524288,0,0.000,0,0.000,4,213089,213052,0.001,--------,stream-triad
5,16777216,0,0.000,0,0.000,4,61216,61043,0.006,--------,stream-triad
5,1073741824,0,0.000,0,0.000,4,46160,46071,0.007,--------,stream-triad
5,32768,0,0.000,0,0.000,8,550761,550724,0.000,--------,stream-triad
5,524288,0,0.000,0,0.000,8,470409,470308,0.000,--------,stream-triad
5,16777216,0,0.000,0,0.000,8,80705,80067,0.015,--------,stream-triad
5,1073741824,0,0.000,0,0.000,8,65007,64460,0.025,--------,stream-triad
5,32768,0,0.000,0,0.000,12,825269,825227,0.000,--------,stream-triad
5,524288,0,0.000,0,0.000,12,676670,676568,0.000,--------,stream-triad
5,16777216,0,0.000,0,0.000,12,83161,81561,0.035,--------,stream-triad
5,1073741824,0,0.000,0,0.000,12,72310,72033,0.016,--------,stream-triad
5,32768,0,0.000,0,0.000,16,1097782,1097418,0.001,--------,stream-triad
5,524288,0,0.000,0,0.000,16,960835,960535,0.001,--------,stream-triad
5,16777216,0,0.000,0,0.000,16,80910,79260,0.052,--------,stream-triad
5,1073741824,0,0.000,0,0.000,16,73751,73375,0.018,--------,stream-triad
5,32768,0,0.000,0,0.000,20,1077118,1076890,0.001,--------,stream-triad
5,524288,0,0.000,0,0.000,20,931337,931117,0.001,--------,stream-triad
5,16777216,0,0.000,0,0.000,20,78951,77643,0.041,--------,stream-triad
5,1073741824,0,0.000,0,0.000,20,73682,73423,0.015,--------,stream-triad
5,32768,0,0.000,0,0.000,24,1059224,1058827,0.001,--------,stream-triad
5,524288,0,0.000,0,0.000,24,885408,884861,0.002,--------,stream-triad
5,16777216,0,0.000,0,0.000,24,79668,78758,0.034,--------,stream-triad
5,1073741824,0,0.000,0,0.000,24,73272,73010,0.012,--------,stream-triad
5,32768,0,0.000,0,0.000,28,1039811,1039545,0.001,--------,stream-triad
5,524288,0,0.000,0,0.000,28,821887,821277,0.002,--------,stream-triad
5,16777216,0,0.000,0,0.000,28,78555,77935,0.013,--------,stream-triad
5,1073741824,0,0.000,0,0.000,28,73245,73200,0.001,--------,stream-triad
5,32768,0,0.000,0,0.000,32,1021772,1021427,0.001,--------,stream-triad
5,524288,0,0.000,0,0.000,32,724142,723951,0.001,--------,stream-triad
5,16777216,0,0.000,0,0.000,32,75708,75495,0.006,--------,stream-triad
5,1073741824,0,0.000,0,0.000,32,73072,73009,0.002,--------,stream-triad
